id,answer,question,hint,desc
c7b0f838-351a-4ff6-9af8-2fe89d88353e,Availability,"Một công ty thương mại điện tử triển khai các máy chủ web dự phòng, bộ cân bằng tải và cụm cơ sở dữ liệu để đảm bảo cửa hàng trực tuyến của họ vẫn hoạt động trong thời gian lưu lượng truy cập cao điểm và khi máy chủ gặp sự cố. Yếu tố nào trong bộ ba CIA là trọng tâm chính?",* Khả dụng,"- Category: General Concepts; Topics: CIA Triad\n\n* Availability: Khả dụng\n- Các máy chủ dự phòng, bộ cân bằng tải và cụm cơ sở dữ liệu đều tập trung vào tính khả dụng — đảm bảo rằng hệ thống và dữ liệu có thể truy cập được đối với người dùng được ủy quyền khi cần thiết. Những biện pháp này giúp bảo vệ chống lại thời gian ngừng hoạt động do lỗi phần cứng, lưu lượng truy cập tăng đột biến hoặc các sự cố khác có thể ngăn người dùng truy cập vào cửa hàng trực tuyến."
1711d155-f723-43b0-a8d1-70107419db8f,Black box (zero knowledge),"Một tổ chức thuê một công ty kiểm thử xâm nhập để thực hiện một bài kiểm tra mà trong đó các chuyên gia kiểm thử không được cung cấp bất kỳ thông tin nào về môi trường mục tiêu, mô phỏng một kẻ tấn công bên ngoài trong thế giới thực. Đây là loại kiểm thử xâm nhập nào?",* Hộp đen (không có thông tin),"- Category: Program Management; Topics: Security Awareness\n\n* Black box (zero knowledge): Hộp đen (không có thông tin)\n- Kiểm thử xâm nhập hộp đen (không có thông tin nội bộ) không cung cấp cho người kiểm thử bất kỳ thông tin nào về môi trường mục tiêu, chẳng hạn như sơ đồ mạng, mã nguồn hoặc thông tin đăng nhập. Cách tiếp cận này mô phỏng một kẻ tấn công bên ngoài không có kiến ​​thức nội bộ và kiểm tra khả năng phòng thủ của tổ chức từ góc nhìn bên ngoài. Kiểm thử hộp trắng cung cấp đầy đủ thông tin, còn kiểm thử hộp xám cung cấp một phần thông tin về môi trường."
cb905979-db64-42fc-9a6a-ac68db2ef756,Block the email and alert the security team,"Giải pháp DLP của công ty phát hiện một nhân viên đang cố gắng gửi một bảng tính chứa số An sinh Xã hội của khách hàng đến một địa chỉ email cá nhân. Theo các thực tiễn tốt nhất, hệ thống DLP nên thực hiện hành động gì?",* Chặn email đó và thông báo cho nhóm bảo mật,"- Category: Security Operations; Topics: Endpoint Security\n\n* Block the email and alert the security team: Chặn email đó và thông báo cho nhóm bảo mật\n- Khi giải pháp DLP phát hiện nỗ lực truyền dữ liệu nhạy cảm (số an sinh xã hội) đến một địa chỉ không được phép (email cá nhân), phương pháp tốt nhất là chặn quá trình truyền và cảnh báo cho nhóm bảo mật. Điều này ngăn chặn việc đánh cắp dữ liệu đồng thời cho phép nhóm bảo mật điều tra xem hành động đó là cố ý hay vô tình và thực hiện các biện pháp xử lý thích hợp."
bc000844-86ab-4529-81a9-58d9b25cf44c,Brute force attack,"Kẻ tấn công thử mọi tổ hợp ký tự có thể để bẻ khóa mật khẩu của người dùng. Với mật khẩu sáu ký tự, kẻ tấn công ước tính sẽ mất vài giờ để thử hết tất cả các khả năng. Đây là loại tấn công mật khẩu nào?",* Tấn công vét cạn,"- Category: Threats Vulnerabilities; Topics: Attack Types\n\n* Brute force attack: Tấn công vét cạn\n- Tấn công vét cạn (brute force attack) thử mọi tổ hợp ký tự có thể cho đến khi tìm thấy mật khẩu chính xác. Đây là phương pháp bẻ khóa mật khẩu kỹ lưỡng nhất nhưng cũng chậm nhất. Thời gian cần thiết phụ thuộc vào độ dài và độ phức tạp của mật khẩu — mỗi ký tự bổ sung sẽ làm tăng số lượng tổ hợp theo cấp số nhân. Các chính sách khóa tài khoản, giới hạn tốc độ truy cập và mật khẩu dài, phức tạp là những biện pháp đối phó hiệu quả."
982648ab-e35d-44b3-9bee-ba4a3d2215c1,Capture volatile data (RAM contents) before powering down,"Một điều tra viên pháp y đến hiện trường, nơi một chiếc máy tính bị nghi ngờ chứa bằng chứng vẫn đang bật. Điều đầu tiên mà điều tra viên nên làm là gì?",* Ghi lại dữ liệu tạm thời (nội dung RAM) trước khi tắt nguồn,"- Category: Security Operations; Topics: Digital Forensic\n\n* Capture volatile data (RAM contents) before powering down: Ghi lại dữ liệu tạm thời (nội dung RAM) trước khi tắt nguồn\n- Khi hệ thống vẫn đang hoạt động, điều tra viên nên thu thập dữ liệu dễ thay đổi trước tiên, đặc biệt là nội dung RAM, vì dữ liệu này sẽ bị mất khi hệ thống tắt nguồn. RAM có thể chứa các khóa mã hóa, các tiến trình đang chạy, kết nối mạng và các bằng chứng quan trọng khác. Thứ tự độ dễ thay đổi quy định rằng dữ liệu dễ thay đổi nhất (thanh ghi, bộ nhớ đệm, RAM) nên được thu thập trước."
74841d13-921a-4398-a180-323ebd781ec5,Certificate Authority (CA),"Trong cơ sở hạ tầng khóa công khai (PKI), thực thể nào chịu trách nhiệm phát hành và ký các chứng chỉ số?",* Cơ quan cấp chứng chỉ,"- Category: Security Architecture; Topics: PKI\n\n* Certificate Authority (CA): Cơ quan cấp chứng chỉ\n- Cơ quan cấp chứng chỉ (CA) là thực thể đáng tin cậy trong cơ sở hạ tầng khóa công khai (PKI) chịu trách nhiệm phát hành, ký và quản lý chứng chỉ số. CA xác minh danh tính của người yêu cầu chứng chỉ và ký điện tử các chứng chỉ bằng khóa riêng của mình, thiết lập chuỗi tin cậy. Cơ quan đăng ký (RA) hỗ trợ CA bằng cách xử lý việc xác minh danh tính, nhưng chỉ có CA mới thực sự ký và phát hành chứng chỉ."
42181605-7f12-4ee3-a087-17b0e1d5b6df,CIS Controls are prioritized and provide a practical starting point for improving security,Các tiêu chuẩn kiểm soát CIS cung cấp một tập hợp các thực tiễn bảo mật tốt nhất được ưu tiên. Lợi thế CHÍNH của việc triển khai các tiêu chuẩn kiểm soát CIS so với một khuôn khổ toàn diện như NIST 800-53 là gì?,* Các biện pháp kiểm soát CIS được ưu tiên và cung cấp điểm khởi đầu thiết thực để cải thiện an ninh,"- Category: Program Management; Topics: Governance Compliance\n\n* CIS Controls are prioritized and provide a practical starting point for improving security: Các biện pháp kiểm soát CIS được ưu tiên và cung cấp điểm khởi đầu thiết thực để cải thiện an ninh\n- Các biện pháp kiểm soát CIS được sắp xếp theo mức độ ưu tiên (Nhóm triển khai 1, 2, 3), cung cấp điểm khởi đầu thiết thực và khả thi cho các tổ chức để cải thiện tư thế bảo mật của mình. Không giống như NIST 800-53, cung cấp một danh mục toàn diện các biện pháp kiểm soát, các biện pháp kiểm soát CIS tập trung vào các hành động có tác động lớn nhất trước tiên, điều này làm cho chúng đặc biệt hữu ích cho các tổ chức có nguồn lực bảo mật hạn chế."
f9b6f560-0b96-4338-a471-77f45b03a665,Client-side encryption with customer-managed keys,"Một tổ chức đang chuyển sang sử dụng nhà cung cấp dịch vụ đám mây công cộng và muốn đảm bảo rằng các khóa mã hóa được quản lý hoàn toàn bởi tổ chức đó, chứ không phải bởi nhà cung cấp dịch vụ đám mây. Họ nên áp dụng phương pháp nào?",* Mã hóa phía máy khách với khóa do khách hàng quản lý,"- Category: Security Architecture; Topics: Cloud Security\n\n* Client-side encryption with customer-managed keys: Mã hóa phía máy khách với khóa do khách hàng quản lý\n- Mã hóa phía máy khách với khóa do khách hàng quản lý (còn được gọi là Bring Your Own Key hoặc BYOK) đảm bảo tổ chức giữ toàn quyền kiểm soát các khóa mã hóa. Dữ liệu được mã hóa trước khi gửi đến nhà cung cấp dịch vụ đám mây, có nghĩa là nhà cung cấp không bao giờ có quyền truy cập vào dữ liệu gốc hoặc các khóa được sử dụng để bảo vệ dữ liệu đó."
bd0641a3-a77d-41ba-a730-74b9fc6ac485,Cloud Access Security Broker (CASB),"Một tổ chức triển khai một giải pháp nằm giữa người dùng và dịch vụ đám mây để thực thi các chính sách bảo mật, giám sát hoạt động và ngăn ngừa mất dữ liệu trên tất cả các ứng dụng đám mây. Giải pháp này thuộc loại nào?",* Giải pháp bảo mật truy cập đám mây,"- Category: Security Architecture; Topics: Cloud Security\n\n* Cloud Access Security Broker (CASB): Giải pháp bảo mật truy cập đám mây\n- Giải pháp bảo mật truy cập đám mây (Cloud Access Security Broker - CASB) là một giải pháp bảo mật nằm giữa người dùng và nhà cung cấp dịch vụ đám mây. CASB thực thi các chính sách bảo mật như xác thực, ủy quyền, đăng nhập một lần (SSO), mã hóa, mã hóa token, ghi nhật ký, cảnh báo và phát hiện phần mềm độc hại trên các dịch vụ đám mây. Chúng cung cấp khả năng hiển thị về việc sử dụng đám mây (bao gồm cả CNTT bóng tối), đảm bảo tuân thủ và bảo vệ dữ liệu trên các môi trường SaaS, PaaS và IaaS."
cf9b2fc1-09ef-45a3-92c3-041eac9dd5ae,Cloud Security Posture Management (CSPM),"Nhóm bảo mật đám mây sử dụng một công cụ tự động liên tục giám sát cấu hình cơ sở hạ tầng đám mây so với các thực tiễn bảo mật tốt nhất, xác định các cấu hình sai như các thùng S3 mở hoặc các chính sách IAM quá lỏng lẻo. Công cụ này thuộc loại nào?",* Quản lý hình thức bảo mật đám mây,"- Category: Security Architecture; Topics: Cloud Security\n\n* Cloud Security Posture Management (CSPM): Quản lý hình thức bảo mật đám mây\n- Các công cụ quản lý hình thức bảo mật đám mây (CSPM) liên tục giám sát môi trường đám mây để phát hiện các cấu hình bảo mật sai, vi phạm tuân thủ và sai lệch so với các thực tiễn tốt nhất. Các giải pháp CSPM có thể tự động phát hiện các vấn đề như các thùng lưu trữ có thể truy cập công khai, vai trò IAM quá lỏng lẻo, cơ sở dữ liệu không được mã hóa và cấu hình ghi nhật ký bị thiếu. Nhiều công cụ CSPM cũng cung cấp khả năng khắc phục tự động."
4dbdad2d-7a60-4861-b89b-b35d67e09a13,Conditional access (compliance-based access control),"Chính sách MDM yêu cầu tất cả các thiết bị được quản lý phải có phiên bản hệ điều hành tối thiểu, bật khóa màn hình và mã hóa. Nếu một thiết bị không tuân thủ, nó sẽ tự động bị chặn truy cập vào email của công ty. Phương pháp thực thi này được gọi là gì?",* Quyền truy cập có điều kiện (kiểm soát truy cập dựa trên sự tuân thủ),"- Category: Security Operations; Topics: Endpoint Security\n\n* Conditional access (compliance-based access control): Quyền truy cập có điều kiện (kiểm soát truy cập dựa trên sự tuân thủ)\n- Quyền truy cập có điều kiện (còn gọi là kiểm soát truy cập dựa trên sự tuân thủ) đánh giá trạng thái tuân thủ của thiết bị so với các chính sách đã định trước khi cấp quyền truy cập vào tài nguyên của công ty. Nếu thiết bị không đáp ứng các yêu cầu tối thiểu (phiên bản hệ điều hành, mã hóa, khóa màn hình), quyền truy cập sẽ tự động bị từ chối hoặc hạn chế cho đến khi thiết bị được đưa về trạng thái tuân thủ."
50c61d7e-3905-478e-9176-dc5c10df866f,Confidentiality,Một bệnh viện mã hóa tất cả hồ sơ bệnh nhân được lưu trữ trong cơ sở dữ liệu của mình để đảm bảo chỉ có nhân viên y tế được ủy quyền mới có thể đọc thông tin. Yếu tố nào trong bộ ba CIA mà việc này bảo vệ chủ yếu?,* Bảo mật,"- Category: General Concepts; Topics: CIA Triad\n\n* Confidentiality: Bảo mật\n- Mã hóa hồ sơ bệnh nhân chủ yếu nhằm bảo vệ tính bảo mật, đảm bảo rằng thông tin chỉ có thể được truy cập bởi những người được ủy quyền. Bằng cách mã hóa dữ liệu khi lưu trữ, ngay cả khi người không được ủy quyền truy cập vào các tệp cơ sở dữ liệu, họ cũng không thể đọc được thông tin bệnh nhân thực tế nếu không có khóa giải mã thích hợp."
058279e4-dd78-40f6-899c-f7e7cad011f4,Confidentiality,Một công ty triển khai phần mềm ngăn ngừa mất dữ liệu (DLP) để ngăn nhân viên gửi các tệp chứa số An sinh Xã hội đến các địa chỉ bên ngoài. Phần mềm này chủ yếu bảo vệ yếu tố nào trong bộ ba CIA?,* Bảo mật,"- Category: General Concepts; Topics: CIA Triad\n\n* Confidentiality: Bảo mật\n- Phần mềm DLP ngăn chặn việc truyền tải dữ liệu nhạy cảm như số an sinh xã hội cho người nhận bên ngoài, chủ yếu nhằm bảo vệ tính bảo mật. Bằng cách ngăn chặn việc tiết lộ trái phép thông tin nhận dạng cá nhân (PII), giải pháp DLP đảm bảo dữ liệu nhạy cảm chỉ được truy cập bởi các bên được ủy quyền trong tổ chức."
e6c2a502-9623-470a-9134-9395256704b4,Continuous adaptive risk assessment,"Một doanh nghiệp triển khai giải pháp bảo mật không tin tưởng (zero trust) để đánh giá tình trạng thiết bị, danh tính người dùng và phân tích hành vi trước khi cấp quyền truy cập vào từng tài nguyên. Một người dùng trên máy tính xách tay của công ty bị từ chối truy cập vào cơ sở dữ liệu nhạy cảm vì định nghĩa chống virus trên máy tính xách tay đã lỗi thời. Khái niệm bảo mật không tin tưởng nào được thể hiện trong trường hợp này?",* Đánh giá rủi ro thích ứng liên tục,"- Category: General Concepts; Topics: Authentication Authorization\n\n* Continuous adaptive risk assessment: Đánh giá rủi ro thích ứng liên tục\n- Điều này thể hiện việc đánh giá rủi ro thích ứng liên tục, một khái niệm cốt lõi của mô hình bảo mật không tin tưởng (zero trust) trong đó các quyết định truy cập được đưa ra một cách năng động dựa trên nhiều yếu tố bao gồm trạng thái thiết bị, danh tính người dùng và rủi ro theo ngữ cảnh. Mặc dù người dùng đang sử dụng thiết bị của công ty trong mạng nội bộ văn phòng, quyền truy cập vẫn bị từ chối vì thiết bị không đáp ứng được yêu cầu bảo mật (phần mềm diệt virus lỗi thời), cho thấy rằng sự tin tưởng không bao giờ là điều hiển nhiên."
697f487e-b4cf-4396-ae3e-9148aa76ab23,CPU registers → RAM → temporary files → hard drive,Câu nào sau đây liệt kê chính xác các kiểu dữ liệu từ biến động NHIỀU NHẤT đến biến động ÍT NHẤT theo thứ tự độ biến động?,* Thanh ghi CPU → RAM → tập tin tạm thời → ổ cứng,"- Category: Security Operations; Topics: Digital Forensics\n\n* CPU registers → RAM → temporary files → hard drive: Thanh ghi CPU → RAM → tập tin tạm thời → ổ cứng\n- Thứ tự độ biến động của dữ liệu được xếp hạng từ dễ biến động nhất (mất trước) đến ít biến động nhất: thanh ghi/bộ nhớ đệm CPU, RAM, tập tin tạm thời/không gian hoán đổi, dữ liệu ổ cứng, dữ liệu ghi nhật ký từ xa và băng sao lưu/lưu trữ. Các nhà điều tra pháp y nên thu thập bằng chứng bắt đầu từ dữ liệu dễ biến động nhất để giảm thiểu mất mát bằng chứng."
3ac09c49-ed7a-456e-a4ce-7a138cd08a87,Credential stuffing,"Sau một vụ rò rỉ dữ liệu lớn tại một công ty mạng xã hội làm lộ hàng triệu tên người dùng và mật khẩu, kẻ tấn công đã sử dụng những thông tin đăng nhập bị đánh cắp đó để cố gắng đăng nhập vào các dịch vụ ngân hàng và email. Đây là loại tấn công nào?",* Tấn công đánh cắp thông tin đăng nhập,"- Category: Threats Vulnerabilities; Topics: Attack Types\n\n* Credential stuffing: Tấn công đánh cắp thông tin đăng nhập\n- Tấn công đánh cắp thông tin đăng nhập (credential stuffing) sử dụng các cặp tên người dùng/mật khẩu bị đánh cắp từ một vụ rò rỉ dữ liệu để cố gắng đăng nhập vào các dịch vụ khác. Nó khai thác thói quen phổ biến là sử dụng lại mật khẩu trên nhiều trang web. Không giống như các cuộc tấn công vét cạn (brute force attacks) đoán mật khẩu, tấn công đánh cắp thông tin đăng nhập sử dụng các thông tin đăng nhập hợp lệ đã được xác thực từ các vụ rò rỉ. Xác thực đa yếu tố (MFA) và mật khẩu duy nhất cho mỗi dịch vụ là những biện pháp phòng vệ hiệu quả nhất."
d5287199-74c7-4100-a6d5-621c3c1adf47,Cross-Site Scripting (XSS),"Một chuyên gia kiểm thử xâm nhập phát hiện ra rằng một ứng dụng web bao gồm dữ liệu do người dùng cung cấp trực tiếp trong mã HTML mà không qua xử lý. Chuyên gia này tạo ra một URL chứa đoạn mã độc hại, khi nhấp vào sẽ được thực thi trong trình duyệt của nạn nhân. Đây là loại tấn công nào?",* Tấn công kịch bản chéo trang,"- Category: Threats Vulnerabilities; Topics: Attack Types\n\n* Cross-Site Scripting (XSS): Tấn công kịch bản chéo trang\n- Đây là một cuộc tấn công kịch bản chéo trang (XSS) phản xạ. XSS xảy ra khi một ứng dụng web bao gồm dữ liệu không đáng tin cậy trong đầu ra của nó mà không được xác thực hoặc mã hóa đúng cách. Kẻ tấn công tạo ra một URL độc hại chứa JavaScript được phản xạ trở lại trình duyệt của người dùng và được thực thi trong ngữ cảnh của trang web dễ bị tổn thương, có khả năng đánh cắp cookie phiên hoặc thực hiện các hành động thay mặt nạn nhân."
62271325-c974-4128-824f-edcd7871bb96,Cryptographic erasure (crypto-shredding),Chính sách lưu giữ dữ liệu của một tổ chức yêu cầu các hồ sơ tài chính phải được giữ trong bảy năm và sau đó phải được tiêu hủy một cách an toàn. Phương pháp nào sau đây là phương pháp TỐT NHẤT để tiêu hủy dữ liệu trên ổ đĩa trạng thái rắn (SSD)?,* Xóa dữ liệu bằng mật mã (xóa mã hóa),"- Category: Program Management; Topics: Data Privacy\n\n* Cryptographic erasure (crypto-shredding): Xóa dữ liệu bằng mật mã (xóa mã hóa)\n- Xóa dữ liệu bằng mật mã (crypto-shredding) là phương pháp hiệu quả nhất để phá hủy dữ liệu trên SSD. Vì SSD sử dụng cơ chế cân bằng hao mòn và có các sector dự phòng ẩn, các phương pháp ghi đè truyền thống không thể đảm bảo xóa sạch tất cả dữ liệu. Bằng cách mã hóa dữ liệu và sau đó phá hủy khóa mã hóa một cách an toàn, tất cả dữ liệu sẽ trở nên không thể đọc được vĩnh viễn. Khử từ không hiệu quả trên SSD vì chúng không sử dụng bộ nhớ từ tính."
5b7f81d4-22cd-41b2-b537-3e42a4d4a649,Data controller,"Theo GDPR, một công ty xác định mục đích và phương tiện xử lý dữ liệu cá nhân được phân loại là:",* Người kiểm soát dữ liệu,"- Category: Program Management; Topics: Data Privacy\n\n* Data controller: Người kiểm soát dữ liệu\n- Theo GDPR, người kiểm soát dữ liệu là thực thể xác định mục đích và phương tiện xử lý dữ liệu cá nhân. Người kiểm soát dữ liệu chịu trách nhiệm chính trong việc tuân thủ các yêu cầu của GDPR, bao gồm việc thu thập sự đồng ý, phản hồi các yêu cầu của chủ thể dữ liệu và đảm bảo việc xử lý hợp pháp. Ngược lại, người xử lý dữ liệu xử lý dữ liệu thay mặt và theo chỉ dẫn của người kiểm soát dữ liệu."
f8a50ade-6e61-48b8-acad-e892f58eb1fa,Demilitarized Zone (DMZ),"Một công ty đặt các máy chủ web phục vụ người dùng công cộng vào một phân đoạn mạng riêng biệt giữa tường lửa bên ngoài và tường lửa bên trong, cách ly chúng khỏi mạng nội bộ của công ty. Phân đoạn mạng này được gọi là gì?",* Vùng phi quân sự,"- Category: Security Architecture; Topics: Network Architecture\n\n* Demilitarized Zone (DMZ): Vùng phi quân sự\n- Vùng phi quân sự (DMZ) là một phân đoạn mạng nằm giữa mạng bên ngoài (không đáng tin cậy) và mạng nội bộ (đáng tin cậy), thường được ngăn cách bởi hai tường lửa. Các máy chủ hướng ra bên ngoài như máy chủ web, email và DNS được đặt trong DMZ để cung cấp dịch vụ cho người dùng bên ngoài đồng thời bảo vệ mạng nội bộ. Nếu một máy chủ DMZ bị xâm nhập, kẻ tấn công vẫn không thể truy cập trực tiếp vào mạng nội bộ."
